date,ticker,open,high,low,close,volume
2021-04-28,AAPL,141.71,144.64,136.15,138.32,1945984.0
2021-04-29,AAPL,145.12,146.99,140.8,142.24,4690538.0
2021-04-30,AAPL,147.3,148.62,147.12,147.74,311167.0
2021-05-01,AAPL,139.21,142.34,139.06,140.0,4937511.0
2021-05-02,AAPL,146.41,149.0,143.63,146.72,1952926.0
2021-05-03,AAPL,145.26,146.88,140.77,142.18,2324490.0
2021-05-04,AAPL,145.19,148.01,142.55,147.51,3663656.0
2021-05-05,AAPL,138.47,135.59,141.27,139.29,696995.0
2021-05-06,AAPL,142.79,144.02,140.06,143.85,183353.0
2021-05-07,AAPL,141.59,143.49,140.7,140.94,4733552.0
2021-05-08,AAPL,139.5,141.98,137.55,141.77,4554118.0
2021-05-09,AAPL,146.98,150.58,144.12,150.0,4288511.0
2021-05-10,AAPL,142.92,148.0,142.38,145.27,4077419.0
2021-05-11,AAPL,138.34,139.81,136.75,137.06,2802981.0
2021-05-12,AAPL,141.73,145.72,140.16,144.21,3418760.0
2021-05-13,AAPL,148.08,153.39,145.49,151.17,1752540.0
2021-05-14,AAPL,142.84,144.01,139.19,141.31,4326386.0
2021-05-15,AAPL,140.87,142.03,137.39,139.3,2969889.0
2021-05-16,AAPL,140.19,144.76,138.08,143.04,4748048.0
2021-05-17,AAPL,142.43,143.98,138.66,139.62,2721378.0
2021-05-18,AAPL,146.97,147.35,144.18,146.88,1780245.0
2021-05-19,AAPL,142.65,148.41,142.57,146.38,2395127.0
2021-05-20,AAPL,145.58,145.78,142.94,143.51,2179629.0
2021-05-21,AAPL,146.49,149.49,141.66,143.28,1722102.0
2021-05-22,AAPL,140.99,141.79,136.75,139.36,896906.0
2021-05-23,AAPL,144.76,145.66,144.0,145.31,4554567.0
2021-05-24,AAPL,147.05,150.43,146.93,150.31,2933856.0
2021-05-25,AAPL,138.77,139.67,133.99,135.04,1372492.0
2021-05-26,AAPL,146.27,148.15,143.75,145.0,2361342.0
2021-05-27,AAPL,143.43,146.65,143.01,144.62,4942770.0
2021-05-28,AAPL,143.65,146.89,141.76,146.83,4739865.0
2021-05-29,AAPL,147.09,149.08,142.6,145.14,259371.0
2021-05-30,AAPL,147.0,148.46,141.86,144.51,4201695.0
2021-05-31,AAPL,147.06,149.33,142.31,145.07,3986242.0
2021-06-01,AAPL,141.49,147.82,139.8,145.49,1733006.0
2021-06-02,AAPL,146.83,147.26,145.72,145.86,4250657.0
2021-06-03,AAPL,145.15,149.11,144.19,147.47,3264995.0
2021-06-04,AAPL,140.82,144.31,139.86,143.75,3710980.0
2021-06-05,AAPL,145.96,151.41,143.58,148.67,2183399.0
2021-06-06,AAPL,146.77,147.05,144.2,144.77,3055107.0
2021-06-07,AAPL,146.08,148.18,145.89,146.48,3149748.0
2021-06-08,AAPL,143.96,146.08,141.2,146.01,4647588.0
2021-06-09,AAPL,138.36,140.88,137.9,139.87,4703977.0
2021-06-10,AAPL,147.96,148.87,144.79,144.84,4208865.0
2021-06-11,AAPL,138.2,142.34,136.45,141.76,911289.0
2021-06-12,AAPL,142.21,142.77,141.23,142.49,1683305.0
2021-06-13,AAPL,138.49,142.59,138.16,140.9,807239.0
2021-06-14,AAPL,146.56,149.91,145.24,147.76,3233814.0
2021-06-15,AAPL,141.62,143.4,138.0,139.7,2174402.0
2021-06-16,AAPL,139.89,141.74,136.92,137.4,1831208.0
2021-06-17,AAPL,143.48,148.41,142.29,146.0,4350915.0
2021-06-18,AAPL,143.93,144.48,141.56,142.44,3329371.0
2021-06-19,AAPL,145.36,147.22,143.84,144.91,970524.0
2021-06-20,AAPL,139.31,142.1,135.81,137.32,4960833.0
2021-06-21,AAPL,141.5,146.55,139.58,144.65,2861035.0
2021-06-22,AAPL,147.17,148.34,142.51,144.41,3608293.0
2021-06-23,AAPL,139.38,145.03,136.88,142.9,4639876.0
2021-06-24,AAPL,146.51,147.49,145.67,145.82,793473.0
2021-06-25,AAPL,148.05,148.98,146.15,148.29,1277329.0
2021-06-26,AAPL,141.14,144.99,139.26,143.33,1346898.0
2021-06-27,AAPL,139.18,140.56,136.84,140.15,860873.0
2021-06-28,AAPL,139.06,142.57,138.88,140.32,1889900.0
2021-06-29,AAPL,138.23,141.35,136.57,138.87,2739844.0
2021-06-30,AAPL,140.83,143.48,139.04,139.96,3660932.0
2021-07-01,AAPL,138.8,140.9,136.42,136.6,1531676.0
2021-07-02,AAPL,141.41,143.77,137.27,139.32,2306788.0
2021-07-03,AAPL,139.64,143.64,137.09,142.23,3138860.0
2021-07-04,AAPL,143.58,144.54,139.6,140.14,4466458.0
2021-07-05,AAPL,138.51,140.88,136.7,139.85,986610.0
2021-07-06,AAPL,144.05,144.25,141.48,143.09,4314916.0
2021-07-07,AAPL,141.19,141.75,137.47,140.31,2590549.0
2021-07-08,AAPL,143.29,147.54,142.02,145.34,1864961.0
2021-07-09,AAPL,139.32,143.15,138.93,140.27,3683344.0
2021-07-10,AAPL,142.32,144.11,137.83,139.01,447051.0
2021-07-11,AAPL,141.16,142.74,140.21,140.75,4332533.0
2021-07-12,AAPL,141.95,144.14,137.68,139.28,1934084.0
2021-07-13,AAPL,139.95,143.41,139.62,141.0,2441004.0
2021-07-14,AAPL,139.41,142.07,136.68,140.09,4297080.0
2021-07-15,AAPL,141.59,143.15,139.63,140.81,3823446.0
2021-07-16,AAPL,145.32,149.24,143.33,148.65,4549636.0
2021-07-17,AAPL,142.69,146.93,141.87,145.06,3957117.0
2021-07-18,AAPL,142.49,143.67,137.83,138.87,1502571.0
2021-07-19,AAPL,138.29,142.78,135.49,140.76,4699843.0
2021-07-20,AAPL,145.92,147.45,143.47,143.6,705676.0
2021-07-21,AAPL,144.13,144.64,142.8,143.91,4387476.0
2021-07-22,AAPL,147.02,147.39,144.3,147.19,845042.0
2021-07-23,AAPL,139.95,140.14,137.79,139.67,3879597.0
2021-07-24,AAPL,140.57,144.54,139.68,143.84,3622390.0
2021-07-25,AAPL,143.27,144.39,138.56,139.96,3590787.0
2021-07-26,AAPL,145.33,148.1,141.02,142.95,3020268.0
2021-07-27,AAPL,147.81,149.42,146.51,147.74,2565511.0
2021-07-28,AAPL,146.31,146.58,141.78,142.46,1011408.0
2021-07-29,AAPL,138.34,140.2,132.74,135.39,2946402.0
2021-07-30,AAPL,142.77,147.4,142.53,146.72,3952899.0
2021-07-31,AAPL,140.45,143.57,138.54,142.6,4253242.0
2021-08-01,AAPL,139.93,140.58,137.38,137.7,3036732.0
2021-08-02,AAPL,143.06,143.93,140.61,141.76,1892035.0
2021-08-03,AAPL,142.65,143.42,141.5,142.66,4709981.0
2021-08-04,AAPL,147.27,149.08,143.12,146.12,3874807.0
2021-08-05,AAPL,144.4,144.57,138.78,141.04,227875.0
2021-08-06,AAPL,138.66,143.65,136.01,142.27,3271734.0
2021-08-07,AAPL,144.5,147.65,141.97,144.99,4650092.0
2021-08-08,AAPL,145.3,146.0,145.11,145.4,4503491.0
2021-08-09,AAPL,144.45,148.6,143.89,147.08,4139653.0
2021-08-10,AAPL,147.32,147.83,142.83,143.85,1950545.0
2021-08-11,AAPL,147.26,151.34,144.57,151.17,2492949.0
2021-08-12,AAPL,143.81,143.95,141.96,143.27,555972.0
2021-08-13,AAPL,141.29,142.44,141.23,142.25,3177414.0
2021-08-14,AAPL,142.29,146.7,139.49,145.66,423550.0
2021-08-15,AAPL,146.88,147.86,143.84,144.69,473446.0
2021-08-16,AAPL,147.67,149.94,145.68,149.23,2975915.0
2021-08-17,AAPL,142.34,143.97,139.99,143.58,948869.0
2021-08-18,AAPL,145.61,147.87,141.87,142.75,4732689.0
2021-08-19,AAPL,146.66,149.03,145.41,147.18,4654998.0
2021-08-20,AAPL,138.71,141.28,137.95,139.04,3297938.0
2021-08-21,AAPL,144.57,147.25,143.84,144.7,2821394.0
2021-08-22,AAPL,146.95,147.64,141.73,143.04,4968293.0
2021-08-23,AAPL,147.19,151.93,144.31,150.75,4302845.0
2021-08-24,AAPL,147.63,149.63,147.02,147.08,2567105.0
2021-08-25,AAPL,147.53,149.92,142.01,144.56,984497.0
2021-08-26,AAPL,143.68,145.68,141.78,144.39,1632333.0
2021-08-27,AAPL,140.11,142.28,137.3,140.14,3395449.0
2021-08-28,AAPL,145.5,147.2,143.3,145.65,2243614.0
2021-08-29,AAPL,143.27,143.87,139.28,141.89,2022242.0
2021-08-30,AAPL,138.55,144.04,137.7,142.51,637279.0
2021-08-31,AAPL,146.43,149.28,141.74,143.34,3873788.0
2021-09-01,AAPL,145.82,148.24,144.26,147.86,3365968.0
2021-09-02,AAPL,141.47,144.81,140.61,144.09,814056.0
2021-09-03,AAPL,142.73,143.38,139.28,141.66,1766572.0
2021-09-04,AAPL,141.7,143.53,139.48,142.28,3571923.0
2021-09-05,AAPL,146.08,146.35,143.5,145.66,1604344.0
2021-09-06,AAPL,147.31,151.3,145.83,151.26,805659.0
2021-09-07,AAPL,144.13,146.4,144.02,144.46,3533925.0
2021-09-08,AAPL,140.62,142.84,138.12,142.46,1402623.0
2021-09-09,AAPL,139.0,141.25,136.79,136.97,3662540.0
2021-09-10,AAPL,142.71,142.79,138.48,141.37,2353193.0
2021-09-11,AAPL,145.98,149.74,143.19,147.25,235508.0
2021-09-12,AAPL,145.91,146.15,141.34,142.48,4948564.0
2021-09-13,AAPL,145.52,146.48,142.98,145.97,2984158.0
2021-09-14,AAPL,143.42,145.79,142.07,142.09,3754448.0
2021-09-15,AAPL,143.49,147.16,141.74,145.75,3369161.0
2021-09-16,AAPL,139.25,140.48,136.87,136.92,3346839.0
2021-09-17,AAPL,139.77,141.42,137.37,140.14,4654825.0
2021-09-18,AAPL,142.75,147.33,140.44,145.4,579249.0
2021-09-19,AAPL,139.05,142.04,136.01,137.25,763325.0
2021-09-20,AAPL,146.82,152.21,146.08,150.68,3137382.0
2021-09-21,AAPL,143.45,149.18,141.17,147.34,3091448.0
2021-09-22,AAPL,140.08,140.18,137.62,138.7,4485703.0
2021-09-23,AAPL,142.54,144.12,140.62,143.07,4990115.0
2021-09-24,AAPL,143.38,145.93,142.11,142.96,3700323.0
2021-09-25,AAPL,143.04,145.91,140.09,141.58,2439328.0
2021-09-26,AAPL,140.36,143.25,138.77,139.47,4983014.0
2021-09-27,AAPL,145.26,148.99,144.12,147.22,3335866.0
2021-09-28,AAPL,140.44,140.85,139.9,140.5,3440965.0
2021-09-29,AAPL,138.52,141.04,135.11,136.47,4857497.0
2021-09-30,AAPL,145.2,147.18,142.49,146.82,958300.0
2021-10-01,AAPL,140.54,142.18,138.1,139.99,784663.0
2021-10-02,AAPL,146.11,147.45,141.59,142.59,3573945.0
2021-10-03,AAPL,147.1,147.97,145.38,145.69,1241093.0
2021-10-04,AAPL,142.74,147.36,142.2,144.74,4658615.0
2021-10-05,AAPL,145.65,147.34,144.12,144.68,1544546.0
2021-10-06,AAPL,147.35,152.61,146.2,150.01,422036.0
2021-10-07,AAPL,140.16,141.13,137.94,139.8,4879238.0
2021-10-08,AAPL,146.96,150.67,145.3,150.1,256522.0
2021-10-09,AAPL,141.1,143.36,139.33,141.2,2708274.0
2021-10-10,AAPL,140.04,141.01,137.75,140.98,3051857.0
2021-10-11,AAPL,145.16,146.43,143.76,144.14,896785.0
2021-10-12,AAPL,140.64,145.08,140.12,143.02,1326399.0
2021-10-13,AAPL,142.55,145.4,140.64,143.67,3812556.0
2021-10-14,AAPL,140.44,143.41,139.68,142.3,1598360.0
2021-10-15,AAPL,146.65,147.8,144.08,146.99,2209363.0
2021-10-16,AAPL,139.26,143.33,138.57,143.11,4422943.0
2021-10-17,AAPL,139.29,142.51,138.23,142.12,421105.0
2021-10-18,AAPL,142.03,143.54,137.39,139.11,4200031.0
2021-10-19,AAPL,142.86,146.0,142.08,145.09,1878719.0
2021-10-20,AAPL,141.57,142.79,136.78,139.56,1734790.0
2021-10-21,AAPL,145.13,146.56,141.55,141.61,1992901.0
2021-10-22,AAPL,147.52,148.77,143.83,144.78,1566255.0
2021-10-23,AAPL,138.16,138.6,136.3,137.8,3130904.0
2021-10-24,AAPL,148.11,150.77,145.88,146.51,2001601.0
2021-10-25,AAPL,140.84,143.17,140.01,141.28,
2021-10-26,AAPL,138.42,143.51,136.29,140.98,1027613.0
2021-10-27,AAPL,140.52,141.07,135.08,137.94,2536829.0
2021-10-28,AAPL,142.62,149.07,140.48,146.24,3467957.0
2021-10-29,AAPL,141.02,143.03,137.42,138.89,586815.0
2021-10-30,AAPL,147.15,147.65,141.68,143.92,623456.0
2021-10-31,AAPL,139.41,144.72,137.67,142.15,817789.0
2021-11-01,AAPL,139.41,139.7,135.83,138.22,1626634.0
2021-11-02,AAPL,142.59,142.77,138.71,139.51,819283.0
2021-11-03,AAPL,147.43,152.06,145.56,150.24,901325.0
2021-11-04,AAPL,140.34,141.61,138.15,141.38,2245008.0
2021-11-05,AAPL,139.58,141.76,135.85,137.76,2291967.0
2021-11-06,AAPL,141.06,142.12,138.28,140.45,561828.0
2021-11-07,AAPL,142.03,145.97,139.91,145.94,578026.0
2021-11-08,AAPL,142.3,145.07,138.99,139.05,4634350.0
2021-11-09,AAPL,144.13,148.07,143.47,147.39,4655041.0
2021-11-10,AAPL,139.45,139.5,135.25,137.23,1902510.0
2021-11-11,AAPL,145.17,147.88,141.83,142.28,3080056.0
2021-11-12,AAPL,141.39,144.36,140.82,143.24,4047318.0
2021-11-13,AAPL,138.56,140.07,135.88,138.29,4244919.0
2021-11-14,AAPL,147.52,149.27,145.06,146.15,761858.0
2021-11-15,AAPL,144.96,145.32,142.11,144.21,2076240.0
2021-11-16,AAPL,143.43,144.19,139.58,140.22,892763.0
2021-11-17,AAPL,139.57,140.54,134.08,135.76,1823319.0
2021-11-18,AAPL,140.87,141.08,138.65,139.79,3761466.0
2021-11-19,AAPL,147.09,148.21,144.64,147.18,3711141.0
2021-11-20,AAPL,144.81,146.69,144.1,145.88,2206649.0
2021-11-21,AAPL,143.02,143.76,139.19,140.41,3183159.0
2021-11-22,AAPL,146.77,149.06,144.19,148.33,3427746.0
2021-11-23,AAPL,146.39,147.01,142.12,144.49,159288.0
2021-11-24,AAPL,144.25,145.74,140.74,142.22,2420629.0
2021-11-25,AAPL,139.7,142.6,133.59,135.91,1677799.0
2021-11-26,AAPL,138.26,140.3,133.05,135.91,4145931.0
2021-11-27,AAPL,144.17,150.08,143.32,147.39,1723653.0
2021-11-28,AAPL,140.17,142.08,138.78,141.84,3632032.0
2021-11-29,AAPL,138.27,140.85,134.48,135.47,2457369.0
2021-11-30,AAPL,143.29,146.6,142.45,144.97,3959931.0
2021-12-01,AAPL,139.91,143.88,138.56,143.63,1325419.0
2021-12-02,AAPL,140.0,142.31,135.62,138.47,3976100.0
2021-12-03,AAPL,140.74,143.47,138.87,141.8,1937702.0
2021-12-04,AAPL,141.26,143.83,140.65,142.73,4551961.0
2021-12-05,AAPL,139.67,143.1,137.94,141.56,1596805.0
2021-12-06,AAPL,140.58,143.54,137.51,138.21,4980916.0
2021-12-07,AAPL,146.19,147.2,140.36,143.19,3367412.0
2021-12-08,AAPL,146.26,151.93,144.68,149.14,4233229.0
2021-12-09,AAPL,138.19,140.46,135.27,135.29,3190171.0
2021-12-10,AAPL,147.99,149.22,143.35,145.87,3647256.0
2021-12-11,AAPL,147.08,151.03,146.09,151.02,1127225.0
2021-12-12,AAPL,144.91,147.93,143.13,147.82,4449129.0
2021-12-13,AAPL,143.71,145.34,141.67,144.99,3205661.0
2021-12-14,AAPL,147.29,149.76,144.33,144.5,1655003.0
2021-12-15,AAPL,145.92,148.27,141.35,142.6,731939.0
2021-12-16,AAPL,145.09,150.53,142.92,148.55,3965296.0
2021-12-17,AAPL,139.7,145.29,137.37,143.67,4455653.0
2021-12-18,AAPL,138.24,141.02,133.53,136.33,1965295.0
2021-12-19,AAPL,146.06,147.21,143.67,145.2,951877.0
2021-12-20,AAPL,141.34,146.03,138.48,144.31,2112219.0
2021-12-21,AAPL,147.54,148.46,143.27,145.62,1651611.0
2021-12-22,AAPL,142.39,144.75,138.82,140.71,3233558.0
2021-12-23,AAPL,145.91,147.83,144.75,147.4,2594846.0
2021-12-24,AAPL,147.02,149.23,146.01,148.89,4875458.0
2021-12-25,AAPL,142.52,146.22,142.26,143.58,4929681.0
2021-12-26,AAPL,146.98,149.8,143.11,143.18,4982307.0
2021-12-27,AAPL,141.7,143.04,139.39,142.6,4897810.0
2021-12-28,AAPL,148.05,150.58,143.23,146.09,4653000.0
2021-12-29,AAPL,146.51,149.66,144.47,148.69,3601968.0
2021-12-30,AAPL,143.59,146.09,141.3,144.32,3434497.0
2021-12-31,AAPL,146.09,147.71,143.33,146.36,4632394.0
2022-01-01,AAPL,147.78,151.08,147.63,150.56,4679048.0
2022-01-02,AAPL,147.68,150.42,146.4,147.29,778416.0
2022-01-03,AAPL,144.75,145.85,143.33,143.57,2559737.0
2022-01-04,AAPL,140.04,144.39,137.59,143.77,4390306.0
2022-01-05,AAPL,146.77,147.39,145.54,146.83,2672484.0
2022-01-06,AAPL,147.53,150.67,146.94,149.97,4517382.0
2022-01-07,AAPL,140.28,142.68,138.9,142.52,3752264.0
2022-01-08,AAPL,146.44,149.38,142.65,143.06,1975645.0
2022-01-09,AAPL,142.61,143.3,139.2,139.88,1899392.0
2022-01-10,AAPL,138.26,141.12,137.36,138.56,3764439.0
2022-01-11,AAPL,143.31,144.55,138.62,140.36,1580621.0
2022-01-12,AAPL,138.35,143.25,135.42,141.32,2000840.0
2022-01-13,AAPL,144.46,146.46,140.79,143.7,4595290.0
2022-01-14,AAPL,138.36,140.81,137.77,137.85,1102909.0
2022-01-15,AAPL,138.16,141.84,135.45,141.41,3848773.0
2022-01-16,AAPL,142.86,146.37,141.67,145.28,1330239.0
2022-01-17,AAPL,142.31,145.56,140.3,143.22,2325561.0
2022-01-18,AAPL,145.98,146.94,144.25,145.68,3043862.0
2022-01-19,AAPL,146.55,148.52,146.1,146.23,290540.0
2022-01-20,AAPL,147.61,152.08,145.43,149.98,1001749.0
2022-01-21,AAPL,142.34,143.75,140.02,140.03,645348.0
2022-01-22,AAPL,138.43,141.73,137.16,140.4,1098151.0
2022-01-23,AAPL,147.06,152.04,145.83,150.98,226675.0
2022-01-24,AAPL,140.33,142.96,137.68,142.45,4016809.0
2022-01-25,AAPL,144.03,144.53,140.4,142.19,2377626.0
2022-01-26,AAPL,145.64,150.18,145.2,147.35,4614788.0
2022-01-27,AAPL,145.0,149.09,144.76,146.15,758212.0
2022-01-28,AAPL,143.91,145.78,141.7,143.15,4970177.0
2022-01-29,AAPL,142.92,145.31,138.53,140.49,3678807.0
2022-01-30,AAPL,145.6,146.8,140.97,141.89,2493065.0
2022-01-31,AAPL,145.01,145.71,140.62,143.32,4557343.0
2022-02-01,AAPL,142.06,142.68,139.4,142.4,4469515.0
2022-02-02,AAPL,144.61,145.29,139.49,141.87,387417.0
2022-02-03,AAPL,142.58,142.78,138.71,141.32,1401430.0
2022-02-04,AAPL,144.66,146.91,141.22,143.53,3976658.0
2022-02-05,AAPL,138.38,140.93,137.8,140.49,4933301.0
2022-02-06,AAPL,145.86,148.26,140.75,142.01,3268066.0
2022-02-07,AAPL,144.79,145.75,141.79,143.42,4181818.0
2022-02-08,AAPL,144.02,144.31,143.99,144.05,1703743.0
2022-02-09,AAPL,145.18,146.59,144.21,145.85,2386943.0
2022-02-10,AAPL,146.45,148.77,142.61,143.7,1086841.0
2022-02-11,AAPL,142.19,144.65,140.72,142.0,3049289.0
2022-02-12,AAPL,142.57,144.87,142.37,144.41,4648101.0
2022-02-13,AAPL,141.37,143.99,140.91,143.36,4320356.0
2022-02-14,AAPL,139.85,142.2,136.71,138.83,147336.0
2022-02-15,AAPL,143.42,145.57,140.09,140.63,117251.0
2022-02-16,AAPL,140.09,144.95,139.99,142.5,3466607.0
2022-02-17,AAPL,142.05,144.63,140.52,141.07,1316210.0
