transaction_id,date,ticker,action,quantity,price
180,2021-11-25,JPM,BUY,370.0,297.27
181,2022-03-31,BAC,BUY,367.0,136.34
182,2022-01-10,TGT,SELL,463.0,435.83
183,2021-03-24,KO,SELL,77.0,477.57
184,2021-01-07,AVGO,BUY,209.0,380.75
185,2022-06-30,AMD,SELL,345.0,68.69
186,2022-11-22,CSCO,BUYY,83.0,195.19
187,2022-09-24,MRK,BUY,45.0,405.61
188,2021-11-12,ORCL,SELL,56.0,479.2
189,2021-11-27,AVGO,BUYY,242.0,250.7
190,2022-03-27,TGT,BUY,478.0,370.32
191,2022-01-01,TGT,SELL,293.0,160.13
192,2022-01-23,PEP,BUY,181.0,491.11
193,2021-02-12,UPS,SELL,72.0,137.63
194,2021-05-12,PEP,BUY,116.0,93.33
195,2021-06-06,INTC,BUY,209.0,228.16
196,2022-03-11,HON,BUY,203.0,336.64
197,2022-06-03,PEP,BUY,55.0,178.91
198,2022-02-01,ORCL,BUY,10.0,121.49
199,2022-07-09,GOOGL,BUYY,232.0,128.62
200,2022-08-04,IBM,BUY,232.0,419.07
201,2021-12-14,UPS,SELL,446.0,131.62
202,2022-01-27,NVDA,BUY,425.0,213.51
203,2021-01-24,IBM,SELL,71.0,103.92
204,2022-03-07,TGT,BUY,172.0,320.79
205,2021-01-24,WMT,SELL,166.0,54.04
206,2021-09-02,ADBE,SELL,18.0,65.45
207,2022-03-04,HON,BUY,409.0,413.8
208,2022-05-03,JPM,BUY,476.0,116.66
209,2022-09-16,PEP,BUY,344.0,142.49
210,2021-04-20,INTC,SELL,118.0,324.45
211,2021-02-16,QCOM,SELL,230.0,257.82
212,2021-10-24,MSFT,SELL,301.0,102.97
213,2022-04-05,BAC,BUY,148.0,233.03
214,2021-12-04,HON,SELL,67.0,394.27
215,2021-08-16,BAC,SELL,354.0,454.92
216,2022-10-22,BAC,BUY,222.0,227.33
217,2021-06-10,CSCO,SELL,490.0,337.1
218,2021-10-10,QCOM,SELL,230.0,204.74
219,2021-05-28,AMD,BUY,322.0,145.06
220,2021-01-15,KO,SELL,252.0,368.34
221,2022-06-12,WMT,BUY,119.0,396.97
222,2021-12-24,PFE,SELL,325.0,316.51
223,2021-11-11,BAC,BUY,217.0,130.82
224,2022-08-24,ADBE,BUY,301.0,382.61
225,2022-08-31,AMD,BUY,182.0,170.54
226,2021-08-18,MRK,BUY,413.0,300.25
227,2022-07-14,NVDA,BUY,178.0,284.39
228,2022-05-13,ADBE,SELL,143.0,389.98
229,2022-03-14,HON,BUY,408.0,356.67
230,2021-11-07,QCOM,BUY,482.0,259.08
231,2022-04-14,AMZN,SELL,218.0,231.94
232,2022-08-19,NFLX,SELL,390.0,494.58
233,2022-03-20,WMT,SELL,79.0,98.15
234,2021-11-24,AMZN,BUYY,47.0,194.77
235,2022-09-01,MRK,BUY,496.0,148.41
236,2021-02-05,AVGO,BUY,370.0,394.69
237,2022-11-06,QCOM,BUY,180.0,330.4
238,2022-02-25,META,SELL,52.0,462.37
239,2021-05-06,TGT,SELL,204.0,232.81
240,2021-09-15,AAPL,SELL,57.0,464.06
241,2021-03-15,BAC,SELL,201.0,189.48
242,2022-07-17,GOOGL,BUY,115.0,62.65
243,2021-06-28,AAPL,SELL,282.0,155.17
244,2022-04-25,AMD,SELL,134.0,53.27
245,2021-08-14,ORCL,SELL,265.0,338.84
246,2021-06-18,TSLA,SELL,105.0,81.7
247,2022-06-22,COST,BUY,460.0,437.13
248,2022-11-24,KO,SELL,476.0,429.47
249,2021-07-01,COST,BUY,116.0,226.02
250,2021-10-29,ORCL,SELL,405.0,84.33
251,2022-11-28,NFLX,BUY,89.0,394.55
252,2022-10-07,PEP,BUY,109.0,358.19
253,2021-12-23,AAPL,SELL,99.0,65.07
254,2021-03-25,PEP,BUY,139.0,248.18
255,2022-04-20,WMT,BUY,354.0,226.46
256,2021-06-29,WMT,SELL,394.0,133.81
257,2021-04-17,TGT,BUY,296.0,74.38
258,2022-02-12,META,BUY,231.0,447.81
259,2022-01-19,BAC,BUY,231.0,455.36
260,2022-07-03,NVDA,BUY,202.0,136.98
261,2021-04-29,DIS,BUYY,8.0,60.29
262,2021-10-02,BAC,SELL,334.0,161.35
263,2022-06-11,WMT,BUY,76.0,460.82
264,2022-04-07,AVGO,BUY,41.0,164.85
265,2022-05-05,META,SELL,281.0,474.54
266,2022-05-12,UPS,BUY,251.0,418.24
267,2022-08-20,AVGO,SELL,435.0,496.34
268,2022-09-30,NFLX,BUY,195.0,73.31
269,2022-08-03,AVGO,SELL,333.0,427.27
270,2022-05-13,ORCL,SELL,352.0,219.46
271,2022-04-14,DIS,BUY,388.0,139.05
272,2021-06-30,TGT,SELL,166.0,488.2
273,2021-08-26,TGT,SELL,328.0,274.86
274,2021-09-27,PYPL,SELL,127.0,116.63
275,2021-05-25,NFLX,BUY,59.0,365.71
276,2022-02-26,IBM,SELL,63.0,169.52
277,2021-05-07,DIS,BUY,443.0,275.98
278,2021-03-08,PEP,SELL,258.0,362.51
279,2022-09-08,BAC,BUY,407.0,399.35
280,2021-07-19,PFE,BUY,407.0,73.92
281,2022-11-17,TSLA,BUY,271.0,102.58
282,2022-10-30,KO,BUY,130.0,133.6
283,2021-12-26,NVDA,BUY,279.0,377.47
284,2022-11-01,AMZN,BUY,431.0,333.8
285,2021-08-16,IBM,SELL,174.0,352.17
286,2022-01-17,DIS,SELL,298.0,229.86
287,2022-08-16,PFE,BUY,207.0,103.59
288,2021-05-31,IBM,BUY,498.0,171.1
289,2021-07-29,PEP,BUY,50.0,250.09
290,2021-03-01,AMZN,BUY,135.0,473.73
291,2022-01-21,HON,SELL,87.0,65.14
292,2021-04-17,QCOM,SELL,41.0,117.27
293,2021-07-29,COST,BUY,352.0,326.43
294,2021-05-19,CSCO,SELL,322.0,267.49
295,2022-01-23,AMZN,SELL,385.0,491.64
296,2022-11-30,UPS,SELL,319.0,383.3
297,2022-03-02,NFLX,BUY,364.0,410.18
298,2021-07-14,JPM,BUY,373.0,434.59
299,2022-10-03,ORCL,BUY,465.0,202.17
300,2022-01-17,TSLA,BUYY,200.0,66.2
301,2021-05-30,PFE,BUY,462.0,75.54
302,2021-01-23,WMT,BUYY,72.0,327.96
303,2021-04-09,KO,SELL,245.0,355.78
304,2022-05-24,MRK,BUY,446.0,497.76
305,2021-11-30,AVGO,SELL,211.0,68.88
306,2021-10-03,META,BUY,451.0,97.72
307,2021-08-22,AAPL,SELL,198.0,455.19
308,2021-06-27,UPS,SELL,54.0,243.83
309,2022-04-15,PFE,SELL,306.0,448.27
310,2021-01-29,GOOGL,SELL,105.0,317.38
311,2022-05-19,UPS,BUY,308.0,259.5
312,2022-01-06,AVGO,SELL,182.0,64.73
313,2021-04-07,IBM,SELL,424.0,375.6
314,2021-12-31,ADBE,BUY,43.0,364.47
315,2022-09-21,DIS,BUYY,388.0,438.87
316,2021-07-02,AVGO,BUY,23.0,275.79
317,2022-03-27,HON,SELL,70.0,239.59
318,2021-07-06,WMT,SELL,84.0,122.69
319,2021-03-09,AMAT,SELL,5.0,86.97
320,2022-08-09,PEP,SELL,277.0,215.33
321,2022-05-28,ADBE,SELL,113.0,312.27
322,2022-11-06,UPS,SELL,96.0,483.16
323,2022-11-19,TGT,SELL,239.0,484.45
324,2022-04-22,HON,BUY,137.0,155.84
325,2022-01-09,PYPL,BUYY,415.0,345.45
326,2022-01-27,AMZN,SELL,421.0,326.31
327,2021-05-22,TSLA,BUY,20.0,432.87
328,2022-06-04,MRK,SELL,278.0,308.74
329,2021-01-18,CSCO,SELL,443.0,312.46
330,2021-06-18,AAPL,SELL,482.0,144.49
331,2021-07-12,COST,SELL,274.0,286.82
332,2021-06-06,PFE,BUY,358.0,392.81
333,2021-05-15,INTC,SELL,133.0,93.37
334,2022-05-29,BAC,BUY,42.0,118.31
335,2021-07-16,AVGO,SELL,102.0,229.29
336,2022-04-28,AMAT,SELL,82.0,140.83
337,2022-07-07,AMZN,SELL,98.0,176.24
338,2022-10-27,MSFT,SELL,384.0,100.53
339,2021-05-01,AMD,SELL,182.0,376.18
340,2021-06-15,TGT,BUY,125.0,275.83
341,2022-03-10,UPS,SELL,77.0,424.47
342,2021-05-13,AMAT,SELL,483.0,277.82
343,2022-10-16,ORCL,SELL,398.0,446.82
344,2022-10-28,MSFT,SELL,237.0,208.09
345,2021-02-16,AVGO,BUY,195.0,50.67
346,2022-01-04,IBM,SELL,38.0,380.44
347,2021-04-13,PYPL,SELL,296.0,311.59
348,2022-07-19,HON,BUY,,60.56
349,2021-02-17,NFLX,SELL,230.0,393.59
350,2021-09-26,QCOM,BUY,412.0,407.6
351,2022-06-28,HON,BUY,110.0,54.57
352,2022-01-07,DIS,SELL,378.0,103.28
353,2022-09-22,NVDA,BUY,110.0,476.33
354,2022-08-25,KO,BUY,85.0,125.38
355,2022-10-27,CSCO,BUY,298.0,490.42
356,2021-07-19,MSFT,BUYY,290.0,234.37
357,2022-07-24,MSFT,BUY,409.0,224.47
358,2022-05-19,META,BUY,13.0,338.22
359,2022-05-14,WMT,BUY,481.0,438.34
360,2021-04-04,TGT,BUY,494.0,202.33
361,2022-08-15,GOOGL,BUY,292.0,189.69
362,2021-04-02,PEP,BUY,425.0,53.66
363,2021-11-24,INTC,BUY,26.0,97.55
364,2021-12-20,ADBE,BUY,170.0,402.27
365,2021-05-11,AVGO,BUYY,61.0,227.34
366,2021-11-24,AMD,BUY,145.0,54.35
367,2022-05-01,INTC,SELL,319.0,229.49
368,2021-02-27,HON,BUY,399.0,377.54
369,2021-01-23,META,SELL,220.0,234.67
370,2021-03-08,AMZN,BUY,399.0,489.81
371,2022-02-14,MRK,BUY,50.0,322.1
372,2022-03-17,TGT,SELL,186.0,94.92
373,2022-03-27,NVDA,SELL,321.0,227.41
374,2021-05-15,PFE,SELL,21.0,202.82
375,2022-05-21,TGT,BUY,200.0,249.9
376,2021-01-27,JPM,SELL,7.0,362.8
377,2022-06-22,UPS,BUY,111.0,387.14
378,2022-01-16,QCOM,SELL,150.0,475.89
379,2021-02-23,ORCL,SELL,270.0,176.89
380,2021-07-11,ADBE,BUY,64.0,190.82
381,2022-08-26,PYPL,SELL,128.0,443.78
382,2021-07-30,AMD,BUY,499.0,170.52
383,2022-03-07,ORCL,SELL,173.0,466.7
384,2022-04-27,WMT,BUY,199.0,188.19
385,2021-01-31,PYPL,SELL,154.0,225.82
386,2022-07-10,MRK,SELL,495.0,304.2
387,2022-05-09,META,BUY,89.0,351.72
388,2022-08-02,INTC,BUY,251.0,157.57
389,2022-07-11,QCOM,BUY,494.0,109.05
390,2021-01-11,NFLX,SELL,465.0,361.56
391,2021-03-08,CSCO,SELL,393.0,123.63
392,2021-10-04,COST,BUY,69.0,291.9
393,2022-09-11,KO,SELL,110.0,333.86
394,2022-07-24,PEP,BUYY,460.0,453.64
395,2022-02-08,TSLA,BUY,263.0,270.39
396,2021-08-09,COST,SELL,450.0,443.77
397,2021-09-19,AMZN,BUY,283.0,129.57
398,2022-02-17,TSLA,SELL,433.0,55.57
399,2021-12-04,HON,BUY,235.0,287.24
400,2022-11-02,MRK,BUY,73.0,318.08
401,2022-08-31,IBM,BUY,380.0,459.43
402,2022-08-11,ADBE,SELL,375.0,465.11
403,2022-01-12,PFE,BUY,212.0,395.5
404,2021-10-20,AMAT,SELL,69.0,390.3
405,2021-05-21,NVDA,SELL,426.0,409.85
406,2022-03-25,INTC,BUY,220.0,64.89
407,2021-02-05,JPM,SELL,343.0,303.78
408,2022-03-07,AAPL,BUY,487.0,397.17
409,2022-06-21,KO,SELL,35.0,304.31
410,2021-01-22,PEP,BUY,151.0,291.17
411,2022-01-08,AVGO,SELL,114.0,134.3
412,2022-05-07,NFLX,BUY,9.0,280.79
413,2022-02-14,AVGO,BUY,145.0,133.91
414,2022-08-08,AMAT,BUY,136.0,424.17
415,2022-06-27,JPM,BUY,26.0,447.59
416,2022-01-06,TSLA,SELL,165.0,405.98
417,2022-07-22,PYPL,SELL,131.0,391.43
418,2022-02-14,COST,BUY,410.0,175.01
419,2022-05-31,GOOGL,SELL,296.0,204.25
420,2022-04-19,AMZN,BUY,-412.0,481.29
421,2022-01-14,QCOM,SELL,180.0,178.08
422,2022-01-19,PFE,BUY,74.0,400.32
423,2021-06-04,DIS,BUY,257.0,457.11
424,2022-11-03,META,SELL,165.0,388.06
425,2021-03-11,PEP,SELL,186.0,394.77
426,2022-11-26,HON,SELL,96.0,486.85
427,2021-02-27,AMZN,BUY,49.0,229.21
428,2021-02-17,CSCO,BUY,382.0,399.4
429,2022-03-11,MRK,SELL,149.0,241.87
430,2021-06-08,PFE,BUY,297.0,248.22
431,2021-04-15,AMAT,SELL,253.0,345.96
432,2022-02-25,HON,SELL,14.0,414.11
433,2022-06-20,NFLX,SELL,361.0,339.96
434,2022-04-30,WMT,BUY,196.0,213.2
435,2021-08-12,QCOM,SELL,451.0,56.7
436,2022-03-01,CSCO,SELL,468.0,127.51
437,2022-06-10,JPM,SELL,51.0,185.49
438,2021-05-20,PYPL,SELL,296.0,423.9
439,2022-04-15,AVGO,SELL,143.0,59.49
440,2022-11-14,AMAT,BUY,200.0,226.71
441,2021-05-04,PEP,SELL,30.0,73.75
442,2022-05-11,AAPL,BUY,159.0,489.9
443,2021-10-02,PEP,BUY,92.0,327.95
444,2021-03-24,GOOGL,BUY,294.0,220.06
445,2022-01-02,HON,SELL,217.0,68.27
446,2021-11-29,AMZN,BUY,309.0,68.74
447,2021-05-17,NVDA,BUY,16.0,257.22
448,2021-12-23,BAC,BUY,214.0,78.66
449,2021-04-29,UPS,BUY,240.0,222.83
450,2022-09-19,QCOM,SELL,141.0,333.44
451,2021-10-05,QCOM,SELL,184.0,91.29
452,2021-01-30,AAPL,SELL,246.0,93.82
453,2022-11-09,TSLA,SELL,486.0,183.41
454,2022-02-12,HON,SELL,414.0,382.6
455,2021-04-06,HON,SELL,213.0,322.96
456,2021-08-11,CSCO,BUY,438.0,455.56
457,2022-08-23,PFE,SELL,464.0,376.55
458,2021-11-07,AMZN,SELL,143.0,84.94
459,2021-08-08,HON,BUY,460.0,156.07
460,2021-02-10,NVDA,SELL,348.0,111.73
461,2021-02-18,WMT,BUYY,158.0,263.48
462,2021-04-01,TSLA,SELL,423.0,338.1
463,2021-09-03,BAC,BUY,269.0,431.28
464,2022-02-28,DIS,SELL,282.0,362.19
465,2022-10-08,AMAT,BUY,484.0,175.23
466,2022-08-15,AMZN,BUY,275.0,198.81
467,2021-04-06,NFLX,BUY,19.0,57.29
468,2022-06-28,ORCL,SELL,380.0,316.28
469,2022-10-30,TGT,BUY,294.0,343.29
470,2021-06-14,META,SELL,347.0,128.13
471,2021-05-26,AAPL,BUYY,490.0,83.32
472,2022-04-22,KO,BUY,126.0,222.49
473,2022-03-28,UPS,BUY,258.0,276.11
474,2021-10-06,COST,SELL,228.0,260.89
475,2022-01-16,TGT,BUY,35.0,222.05
476,2022-09-17,AAPL,BUY,250.0,451.48
477,2021-01-19,INTC,BUY,347.0,311.58
478,2021-08-09,MSFT,BUY,47.0,66.26
479,2021-02-03,AAPL,BUY,103.0,81.85
480,2021-04-30,MSFT,BUY,294.0,141.24
481,2021-01-31,ORCL,SELL,246.0,397.83
482,2021-11-02,QCOM,BUY,82.0,85.78
483,2021-05-19,JPM,BUY,499.0,95.05
484,2021-12-31,AAPL,BUY,313.0,363.62
485,2022-03-01,AMD,SELL,423.0,118.31
486,2021-10-08,PEP,BUYY,20.0,372.25
487,2022-05-01,PYPL,BUY,23.0,353.42
488,2021-04-15,KO,BUY,226.0,89.82
489,2022-07-19,IBM,BUY,362.0,457.71
490,2021-07-18,MSFT,BUY,175.0,323.04
491,2022-01-22,DIS,BUY,476.0,476.27
492,2021-05-08,QCOM,BUY,411.0,455.16
493,2022-05-10,TGT,BUYY,479.0,159.73
494,2021-04-29,PFE,SELL,443.0,141.11
495,2022-10-03,ADBE,SELL,27.0,453.31
496,2021-03-03,PEP,SELL,284.0,475.86
497,2021-07-15,PFE,BUY,254.0,288.04
498,2021-09-23,GOOGL,BUY,204.0,303.58
499,2022-09-07,GOOGL,SELL,278.0,225.64
500,2022-07-11,CSCO,SELL,194.0,77.56
501,2021-08-13,MRK,SELL,2.0,469.72
502,2022-04-21,MSFT,SELL,84.0,223.62
503,2022-01-13,GOOGL,BUYY,303.0,250.51
504,2021-10-22,IBM,BUY,347.0,228.44
505,2021-06-13,NFLX,BUYY,438.0,308.64
506,2021-11-09,PYPL,SELL,86.0,128.58
507,2021-01-22,TGT,SELL,140.0,350.57
508,2022-09-28,INTC,SELL,362.0,423.01
509,2022-07-31,AMZN,SELL,8.0,406.4
510,2022-04-26,NVDA,BUY,184.0,80.34
511,2021-04-26,AAPL,SELL,81.0,458.85
512,2021-02-23,AVGO,SELL,377.0,498.67
513,2022-11-24,AMZN,SELL,256.0,462.3
514,2022-01-09,ADBE,BUY,142.0,444.93
515,2021-12-23,NVDA,BUY,192.0,66.92
516,2021-12-16,KO,BUY,440.0,70.96
517,2022-02-26,ORCL,SELL,135.0,275.81
518,2021-02-21,GOOGL,SELL,112.0,389.94
519,2022-10-22,PFE,SELL,145.0,292.01
520,2022-02-10,TSLA,BUY,480.0,439.58
521,2022-05-18,INTC,SELL,316.0,493.69
522,2022-05-03,CSCO,SELL,128.0,150.48
523,2022-07-10,HON,SELL,103.0,76.65
524,2021-01-25,NVDA,BUY,33.0,147.62
525,2021-12-12,NVDA,BUY,118.0,126.99
526,2021-06-25,KO,BUY,230.0,91.07
527,2021-03-23,CSCO,BUY,72.0,404.87
528,2021-12-20,AMZN,BUYY,281.0,264.69
529,2021-08-27,KO,SELL,121.0,172.37
530,2022-01-16,AMAT,BUY,154.0,376.36
531,2021-05-01,BAC,BUY,394.0,261.42
532,2022-10-24,PYPL,SELL,137.0,324.23
533,2021-07-17,AAPL,BUY,214.0,270.51
534,2021-08-07,NFLX,BUY,301.0,345.1
535,2022-01-20,AAPL,BUY,84.0,427.4
536,2022-05-22,INTC,BUYY,219.0,371.87
537,2022-02-02,IBM,BUY,51.0,459.0
538,2021-09-17,AAPL,BUY,430.0,134.92
539,2022-08-25,CSCO,BUY,256.0,365.36
540,2022-02-08,JPM,BUY,403.0,306.57
541,2021-04-16,JPM,SELL,257.0,404.23
542,2022-01-22,HON,BUY,314.0,465.3
543,2021-02-15,AMZN,SELL,205.0,281.72
544,2022-01-15,DIS,SELL,433.0,157.38
545,2021-08-09,NFLX,BUY,299.0,218.96
546,2022-07-27,QCOM,SELL,467.0,218.11
547,2021-05-31,PFE,SELL,467.0,494.89
548,2021-06-21,BAC,BUY,468.0,361.34
549,2021-10-26,DIS,SELL,330.0,315.08
550,2021-11-03,META,SELL,62.0,494.7
